PRP$,VBG,VBD,VB,",",'',VBP,VBN,JJ,WP,VBZ,DT,#,RP,$,NN,POS,.,TO,PRP,RB,:,NNS,NNP,``,WRB,CC,PDT,RBS,RBR,CD,-NONE-,EX,IN,WP$,MD,NNPS,JJS,JJR,WDT
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,1,1,0,0,6,0,0,2,0,0,0,4,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1,1,0,0,11,1,0,1,2,1,0,9,0,0,0,5,0,2,2,1,1,0,9,17,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,1,1,1,0,2,2,0,0,2,0,0,0,3,0,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,0,1,3,1,1,1,0,1,0,1,1,0,0,0,3,0,3,2,2,1,0,3,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
1,1,1,1,1,1,0,0,2,0,2,4,0,0,0,10,1,1,1,0,2,6,5,18,0,0,2,0,0,0,3,0,0,11,0,0,0,0,0,0
7,2,0,10,11,1,3,1,8,1,2,5,0,0,0,7,0,8,5,8,3,4,12,8,0,2,4,0,0,0,0,0,0,12,0,4,0,0,0,0
1,0,2,1,0,1,0,0,4,0,1,1,0,0,0,4,1,3,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,0,3,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,1,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,3,0,0,1,1,1,1,7,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,9,1,5,1,2,1,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,1,1,1,0,0,2,0,0,0,3,0,4,0,1,0,2,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,2,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2,0,0,2,2,1,3,0,2,2,0,6,0,0,0,12,0,1,2,4,2,3,5,12,0,0,2,0,0,0,2,0,0,9,0,1,0,0,0,0
0,0,6,0,3,0,2,1,0,0,0,2,0,1,0,5,1,1,0,8,9,0,0,2,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0
1,1,0,7,4,1,1,2,4,0,3,13,0,0,0,15,0,3,3,1,5,1,2,11,0,0,2,0,0,1,0,0,0,11,0,3,0,0,0,0
0,0,0,2,0,1,0,1,3,1,0,2,0,0,0,4,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,0,1,0,1,3,0,0,3,0,0,0,5,0,1,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,2,3,2,2,1,0,0,5,1,1,6,0,0,0,4,0,2,2,2,2,0,4,4,0,0,1,0,0,0,1,0,0,6,0,0,0,1,0,0
0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,2,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
0,0,0,1,0,1,1,0,2,0,0,3,0,0,0,1,0,3,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,4,0,3,9,1,2,1,14,0,4,12,0,0,0,26,0,5,3,0,3,1,13,35,0,0,7,0,0,0,12,0,0,19,0,3,2,0,3,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,0,1,1,1,2,0,1,1,2,0,0,0,4,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,1,1,1,0,0,0,1,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
5,7,0,7,6,1,1,2,12,0,1,5,0,0,0,21,1,5,3,2,2,1,7,11,0,0,4,0,0,0,3,2,1,16,0,4,0,0,0,1
2,1,2,4,1,1,0,2,5,0,1,2,0,1,0,9,2,4,3,1,3,1,3,5,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,0
0,0,0,1,0,0,0,1,2,0,1,1,1,0,0,1,1,1,1,0,1,0,1,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
1,1,1,3,1,1,1,0,4,1,1,4,0,0,0,6,0,2,3,4,2,0,2,6,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0
1,3,1,2,3,1,1,0,6,0,1,3,0,0,0,14,1,5,5,2,1,1,8,8,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,2,1,0,3,2,1,0,0,0,0,1,4,0,2,1,2,1,0,1,2,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,2,3,1,1,2,4,1,0,4,0,1,0,12,0,4,3,4,1,0,4,8,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,1
0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3,11,2,1,3,4,11,0,3,18,0,0,0,24,0,5,8,4,3,0,14,28,0,1,6,0,0,0,1,0,0,24,0,5,0,0,1,2
0,6,2,1,5,1,0,0,4,0,0,7,0,0,0,13,0,3,1,1,2,0,4,9,0,0,3,0,0,0,1,0,0,5,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,2,1,2,0,0,1,0,1,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,2,0,3,2,2,1,0,2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2,1,0,0,2,1,1,0,1,0,0,2,0,0,0,6,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,2,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,2,0,1,0,0,2,0,0,0,3,0,1,0,1,0,0,1,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,1,2,1,0,0,5,0,0,1,0,0,0,12,0,4,1,1,0,0,1,13,0,0,2,0,0,0,1,0,1,7,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,2,4,1,0,1,0,0,8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,4,1,3,0,1,1,0,0,4,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0
1,1,0,2,0,1,0,1,4,1,0,6,0,0,0,6,2,3,2,2,2,0,2,9,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0
0,1,0,1,2,1,1,0,3,0,0,4,0,0,0,7,0,3,0,1,0,1,0,18,0,0,2,0,0,1,4,0,0,8,0,0,0,0,0,0
0,0,2,1,0,1,0,1,2,1,0,4,0,0,1,6,0,2,2,2,1,1,1,6,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,1,5,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,3,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,2,1,1,0,1,6,0,1,4,0,0,1,8,0,2,2,2,1,2,2,9,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0
0,0,2,3,1,1,1,2,6,0,1,3,0,0,0,3,0,1,0,3,0,0,1,2,0,0,1,0,0,0,1,0,0,3,0,3,0,0,0,2
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,0,0,2,1,1,0,3,0,0,5,0,0,0,4,0,2,1,0,1,2,1,9,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,5,1,2,0,1,1,0,4,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,3,0,3,2,3,2,0,1,3,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0
2,1,0,0,0,1,0,2,6,0,0,2,0,0,0,4,0,3,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,1,0,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
1,3,0,0,1,1,0,0,4,0,0,0,0,1,0,4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,6,1,3,5,1,2,0,2,0,0,6,0,0,0,9,0,2,2,3,2,1,4,2,0,0,2,0,0,0,1,0,0,7,0,1,0,0,1,0
1,3,0,5,6,0,0,2,5,1,2,9,0,0,0,11,1,4,2,1,0,0,11,21,0,0,3,0,0,0,6,0,0,19,0,2,0,0,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,3,0,16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,2,0,1,1,0,4,0,1,4,0,1,0,6,0,1,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,2,0
0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,2,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,1,0,1,3,0,0,0,6,0,3,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
1,0,2,1,0,1,0,1,2,0,1,3,0,1,0,10,3,3,2,0,1,0,1,4,0,0,3,0,0,0,0,1,0,2,0,0,1,0,0,0
0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,7,0,3,1,0,0,0,1,12,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0
0,1,0,0,0,1,0,0,3,0,0,3,0,0,0,2,0,1,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2,1,0,4,4,1,3,0,7,1,3,12,0,0,0,20,0,4,1,6,2,1,2,3,0,0,3,0,0,1,0,0,0,10,0,4,0,1,0,0
0,0,1,0,0,0,2,0,3,1,2,1,0,1,0,1,1,4,0,3,0,4,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,2,1,3,0,1,2,0,0,5,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0
1,1,0,1,4,1,0,0,4,0,1,2,0,0,0,8,0,2,1,0,0,0,3,3,0,0,1,0,0,0,2,0,0,4,0,1,0,0,0,0
1,1,1,2,0,1,0,0,4,0,0,2,0,0,0,4,0,2,1,1,0,0,1,5,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
0,1,1,0,3,1,0,1,2,0,1,3,0,0,0,8,0,1,0,0,1,2,3,17,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,1
0,0,0,0,1,1,0,0,2,0,1,5,0,0,0,4,0,2,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,1
0,0,1,0,0,1,0,1,1,0,2,3,0,0,0,7,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,9,1,0,0,9,0,0,7,0,0,0,14,2,4,0,0,0,0,2,30,0,0,1,0,0,0,7,0,0,9,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,3,0,1,2,0,0,0,3,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,2,1,3,1,1,0,6,1,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,1,0,0,4,0,0,5,0,0,0,7,1,2,2,1,0,0,1,12,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,1,0,0,0,1,2,0,4,0,0,1,0,1,0,2,0,4,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,2,0,1,1,2,3,2,0,6,0,0,0,4,0,3,4,2,0,2,1,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
1,0,0,3,2,0,1,2,5,0,0,1,0,0,0,5,2,4,1,0,1,1,5,7,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0
0,1,0,0,7,1,1,0,2,0,0,1,0,0,0,3,0,3,0,3,0,1,2,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,1,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2,3,1,1,0,4,0,1,5,0,0,0,8,2,4,0,3,2,1,4,12,0,0,1,0,0,0,1,1,0,5,0,1,0,0,0,0
4,3,0,12,12,0,0,5,11,2,2,13,0,1,0,25,3,5,9,3,6,4,16,83,0,1,12,1,0,0,8,19,0,21,0,3,2,0,1,1
0,1,1,0,1,1,1,0,2,1,1,3,0,0,0,6,0,2,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,0,2,0,1,2,0,5,0,0,2,0,0,0,3,0,3,2,5,1,0,1,5,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,3,0,2,0,1,1,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,0,0,1,1,0,0,3,0,0,4,0,0,0,5,1,3,2,0,0,0,3,10,0,0,2,0,0,1,1,0,0,8,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,5,1,3,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0
1,1,2,0,0,1,0,0,2,0,0,1,0,0,0,4,0,3,1,1,0,0,0,11,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0
0,2,1,2,0,1,2,1,1,1,1,4,0,1,0,12,0,3,3,1,1,1,2,17,0,0,1,1,0,0,0,0,0,9,0,0,1,0,1,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,2,1,0,1,1,0,0,5,0,0,0,6,0,2,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0
3,1,0,1,1,1,2,2,2,0,0,2,0,0,0,9,0,2,1,2,0,2,2,10,0,1,3,0,0,0,2,0,0,6,0,0,2,0,0,0
1,0,0,3,0,1,0,0,4,0,2,3,0,0,0,5,1,3,3,2,2,0,3,5,0,0,1,0,0,0,1,0,0,5,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,4,0,0,1,0,0,0,2,1,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,1,1,1,0,0,1,0,2,3,0,0,0,8,0,2,1,0,1,0,1,6,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0
1,0,0,2,0,1,0,0,3,0,0,2,0,0,1,0,0,2,2,1,0,1,1,4,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0
1,0,0,1,4,1,3,0,4,1,0,2,0,0,1,6,2,4,0,0,0,0,4,12,0,0,3,0,0,0,4,0,0,5,0,0,1,0,0,0
2,0,1,1,2,1,1,1,0,0,0,1,0,0,0,10,1,2,1,2,0,0,0,9,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,4,0,1,0,0,1,0,2,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0
1,1,0,2,0,1,2,0,1,0,0,3,0,0,0,4,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,2,1,0,1,0,5,0,0,2,0,0,0,9,3,2,2,2,0,1,1,12,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0
2,0,0,6,4,1,0,1,5,0,1,4,0,0,0,10,0,5,5,2,2,0,3,9,0,0,2,0,0,0,3,0,1,7,0,1,0,0,1,0
0,0,0,1,1,1,1,1,2,0,0,3,0,0,2,6,0,2,1,0,0,1,1,13,0,0,2,0,0,0,6,0,0,6,0,1,0,0,0,0
1,2,1,1,0,1,2,1,0,1,0,4,0,0,0,6,1,1,1,0,0,0,0,10,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0
2,0,1,1,1,1,4,0,2,0,1,6,0,0,0,10,0,6,1,2,1,3,2,15,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,2,2,2,0,0,3,0,0,0,2,2,1,1,0,2,1,2,7,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
1,0,0,1,0,1,0,0,1,0,2,2,0,0,0,3,0,3,0,0,0,0,2,6,0,0,2,0,0,0,2,0,0,4,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,1,0,1,0,0,1,0,0,3,0,0,0,6,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
4,0,1,3,4,1,2,2,4,0,1,2,0,0,0,10,1,2,4,0,1,1,10,9,0,0,3,0,0,0,1,0,0,10,0,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,12,10,1,2,2,9,2,0,14,0,0,2,19,1,7,7,2,4,0,8,32,0,1,2,0,0,0,6,0,1,17,0,5,0,0,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,0,1,0,0,3,2,0,1,0,1,0,3,0,3,3,1,1,0,1,7,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,3,0,1,0,1,1,0,5,1,1,1,0,1,0,5,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,0,2,0,0,6,0,0,0,7,1,3,0,1,0,0,1,8,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,4,0,0,0,2,0,0,5,0,1,0,6,1,2,3,1,1,0,0,14,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0
0,0,4,1,3,1,1,1,2,0,0,3,0,0,0,8,0,2,1,3,1,0,0,7,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,0,1,0,1,1,0,0,2,0,0,0,7,1,3,1,2,1,0,0,9,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,1,1,0,0,3,0,1,6,0,0,0,9,0,2,3,2,6,1,0,6,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,1,1,3,1,1,0,2,3,0,0,1,0,1,0,5,0,5,2,2,4,0,1,4,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0
0,2,2,0,3,1,0,0,1,0,1,1,0,0,0,7,0,3,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
